######################################
## Cross section in pb for datasets
##

# 13 TeV signals
#https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageBSMAt13TeV
wH_withISR_mh125								1.475E+00
TT_TuneCUETP8M1_13TeV-powheg-scaleup-pythia8                                      831.76
TT_TuneCUETP8M1_mtop1695_13TeV-powheg-pythia8                                     831.76
TT_TuneCUETP8M1_mtop1755_13TeV-powheg-pythia8                                     831.76
TT_TuneZ2star_13TeV-powheg-pythia6-tauola                                         831.76
DiPhotonJetsBox_MGG-80toInf_13TeV-Sherpa                                           84.0
GGJets_M-200To500_Pt-50-sherpa							   2.43
GGJets_M-500To1000_Pt-50-sherpa							   1.510e-01
GGJets_M-1000To2000_Pt-50-sherpa						   1.084e-02
GGJets_M-2000To4000_Pt-50-sherpa						   3.690e-04
GGJets_M-4000To6000_Pt-50-sherpa						   2.451e-06
GGJets_M-6000To8000_Pt-50-sherpa						   1.753e-08
GGJets_M-8000To13000_Pt-50-sherpa						   7.053e-11
GJet_Pt-15ToInf_TuneCUETP8M1_13TeV-pythia8                                     364375
GJet_Pt-15To6000_TuneCUETP8M1-Flat_13TeV_pythia8                               365896
GJet_Pt-20toInf_DoubleEMEnriched_MGG-40to80_TuneCUETP8M1_13TeV_Pythia8         154500*0.02155
GJet_Pt-20to40_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8         137751*0.001587
GJet_Pt-40toInf_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8         16792*0.0514
QCD_Pt-30toInf_DoubleEMEnriched_MGG-40to80_TuneCUETP8M1_13TeV_Pythia8       162060000*0.0016
QCD_Pt-30to40_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8       108000000*0.000225
QCD_Pt-40toInf_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8       54120000*0.002
WGToLNuG_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                                     405.271
WWG_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                             0.2147


#DM Signal Models
TTbarDMJets_EFT_M-100_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                        5.415e-06
TTbarDMJets_EFT_M-1_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                          6.821e-06
TTbarDMJets_EFT_M-200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                        3.827e-06

DMS_NNPDF30_Pseudoscalar_Mphi-500_Mchi-10_gSM-1p0_gDM-1p0_13TeV-powheg              3.17
DMS_NNPDF30_Scalar_Mphi-500_Mchi-10_gSM-1p0_gDM-1p0_13TeV-powheg                    2.096 
DMV_NNPDF30_Axial_Mphi-50_Mchi-10_gSM-1p0_gDM-1p0_13TeV-powheg                      93770 
DMV_NNPDF30_Vector_Mphi-100_Mchi-10_gSM-0p25_gDM-1p0_13TeV-powheg                   13770            

#Higgs production -- cross sections assuming a higgs mass of 125.0 GeV, 
#from https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageAt1314TeV
#Higgs branching fraction to gamma gamma taken from 
#https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageBR3

GluGluToHToGG_M-125_13TeV-powheg_pythia8                                            48.58*2.27e-03
VBF_HToGG_M-125_13TeV-powheg_pythia8                                                3.748*2.27e-03
WH_ZH_HToGG_M-125_13TeV-powheg_pythia8                                              2.2496*2.27e-03
ZH_HToGG_M-125_13TeV-powheg_pythia8						    0.8839*2.27e-03
WH_HToGG_M-125_13TeV-powheg_pythia8						    1.373*2.27e-03
TTbarH_HToGG_M-125_13TeV-powheg_pythia8						    0.5071*2.27e-03
T2H_mb250									    0.098472744
T2H_mb300									    0.038833644
T2H_mb350									    0.0172669416
T2H_mb470									    0.00337690344
GluGluSpin0ToGG_W-0p014_M-750_TuneCUEP8M1_13TeV-pythia8				    0.01
GluGluSpin0ToGG_W-5p6_M-750_TuneCUEP8M1_13TeV-pythia8				    0.01
#NLO+NNL
#sb100   1521.11*2.0*2.270e-3
#sb150   249.409*2.0*2.270e-3
#sb200   64.5085*2.0*2.270e-3
#sb250   21.5949*2.0*2.270e-3
#sb300   8.51615*2.0*2.270e-3
#sb350   3.78661*2.0*2.270e-3
#sb400   1.83537*2.0*2.270e-3
#sb450   0.948333*2.0*2.270e-3
#sb500   0.51848*2.0*2.270e-3
#sb600   0.174599*2.0*2.270e-3
#NLLO_approx+NNLL
sb100   0.177e+04*2.0*2.270e-3
sb150   0.304e+04*2.0*2.270e-3
sb200   0.755e+02*2.0*2.270e-3
sb250   0.248e+02*2.0*2.270e-3
sb300   0.100e+02*2.0*2.270e-3
sb350   0.443e+01*2.0*2.270e-3
sb400   0.215e+01*2.0*2.270e-3
sb450   0.111e+01*2.0*2.270e-3
sb500   0.609e+00*2.0*2.270e-3
sb550   0.347e+00*2.0*2.270e-3
sb600   0.205e+00*2.0*2.270e-3
sb650   0.125e+00*2.0*2.270e-3
sb700   0.783e-01*2.0*2.270e-3
sb750   0.500e-01*2.0*2.270e-3
sb800   0.326e-01*2.0*2.270e-3
sb850   0.216e-01*2.0*2.270e-3
sb900   0.145e-01*2.0*2.270e-3
SMS-T2bH_BR-SbottomToTChi-0p5_mSbottom-300              8.51615*2.0*2.270e-3
SMS-T2bH_BR-SbottomToTChi-0p5_mSbottom-350              3.78661*2.0*2.270e-3
SMS-T2bH_BR-SbottomToTChi-0p5_mSbottom-400              1.83537*2.0*2.270e-3
SMS-T2bH_BR-SbottomToTChi-0p5_mSbottom-450              0.948333*2.0*2.270e-3
SMS-T2bH_BR-SbottomToTChi-0p5_mSbottom-500              0.51848*2.0*2.270e-3

GluGluHToGG_M125_13TeV_amcatnloFXFX_pythia8             48.58*2.27e-03 
VBFHToGG_M125_13TeV_amcatnlo_pythia8                    3.782*2.27e-03 
VHToGG_M125_13TeV_amcatnloFXFX_madspin_pythia8          2.2569*2.27e-03 
ttHJetToGG_M125_13TeV_amcatnloFXFX_madspin_pythia8      0.5071*2.27e-03 
bbHToGG_M-125_4FS_yb2_13TeV_amcatnlo                    0.4880*2.27e-03*(0.3909/(0.3909-0.03293))
bbHToGG_M-125_4FS_ybyt_13TeV_amcatnlo                   0.4880*2.27e-03*(-0.03293/(0.3909-0.03293))
DiPhotonJetsBox_M40_80-Sherpa                           299.3
DiPhotonJets_MGG-80toInf_13TeV_amcatnloFXFX_pythia8     135.1
ttHToGG_M125_13TeV_powheg_pythia8                       0.5071*2.27e-03 
ZH_HToGG_ZToAll_M125_13TeV_powheg_pythia8               0.8839*2.27e-03 
WplusH_HToGG_WToAll_M125_13TeV_powheg_pythia8 		0.8400*2.27e-03 
WminusH_HToGG_WToAll_M125_13TeV_powheg_pythia8          0.5328*2.27e-03
THQ_ctcvcp_HToGG_13TeV-madgraph-pythia8_TuneCUETP8M1    0.07425*2.27e-03
THW_ctcvcp_HToGG_13TeV-madgraph-pythia8_TuneCUETP8M1    0.01517*2.27e-03

					

#FastSim SMS
SMS-TChiHH_127_HToGG                                    7.6022*2*2.27e-03	 
SMS-TChiHH_150_HToGG                                    3.83231*2*2.27e-03	 
SMS-TChiHH_175_HToGG                                    2.26794*2*2.27e-03	 
SMS-TChiHH_200_HToGG                                    1.33561*2*2.27e-03	 
SMS-TChiHH_225_HToGG                                    0.860597*2*2.27e-03	 
SMS-TChiHH_250_HToGG                                    0.577313*2*2.27e-03	 
SMS-TChiHH_275_HToGG                                    0.400107*2*2.27e-03	 
SMS-TChiHH_300_HToGG                                    0.284857*2*2.27e-03	 
SMS-TChiHH_325_HToGG                                    0.20736*2*2.27e-03	 
SMS-TChiHH_350_HToGG                                    0.153835*2*2.27e-03	 
SMS-TChiHH_375_HToGG                                    0.116006*2*2.27e-03	 
SMS-TChiHH_400_HToGG                                    0.0887434*2*2.27e-03	 
SMS-TChiHH_425_HToGG                                    0.0686963*2*2.27e-03	 
SMS-TChiHH_450_HToGG                                    0.0537508*2*2.27e-03	 
SMS-TChiHH_475_HToGG                                    0.0424699*2*2.27e-03	 
SMS-TChiHH_500_HToGG                                    0.0338454*2*2.27e-03	 
SMS-TChiHH_525_HToGG                                    0.0271867*2*2.27e-03	 
SMS-TChiHH_550_HToGG                                    0.0219917*2*2.27e-03	 
SMS-TChiHH_575_HToGG                                    0.0179062*2*2.27e-03	 
SMS-TChiHH_600_HToGG                                    0.0146602*2*2.27e-03	 
SMS-TChiHH_625_HToGG                                    0.012062*2*2.27e-03	 
SMS-TChiHH_650_HToGG                                    0.00997229*2*2.27e-03	 
SMS-TChiHH_675_HToGG                                    0.00828246*2*2.27e-03	 
SMS-TChiHH_700_HToGG                                    0.00690746*2*2.27e-03	 
SMS-TChiHH_725_HToGG                                    0.00578355*2*2.27e-03	 
SMS-TChiHH_750_HToGG                                    0.00485987*2*2.27e-03	 
SMS-TChiHH_775_HToGG                                    0.00409781*2*2.27e-03	 
SMS-TChiHH_800_HToGG                                    0.00343578*2*2.27e-03	 
SMS-TChiHH_825_HToGG                                    0.0029337*2*2.27e-03	 
SMS-TChiHH_850_HToGG                                    0.00250407*2*2.27e-03	 
SMS-TChiHH_875_HToGG                                    0.00213679*2*2.27e-03	 
SMS-TChiHH_900_HToGG                                    0.00182277*2*2.27e-03	 
SMS-TChiHH_925_HToGG                                    0.00155453*2*2.27e-03	 
SMS-TChiHH_950_HToGG                                    0.00132537*2*2.27e-03	 
SMS-TChiHH_975_HToGG                                    0.00112975*2*2.27e-03	 
SMS-TChiHH_1000_HToGG                                   0.000972953*2*2.27e-03    
SMS-TChiHZ_127_HToGG                                    7.6022*2.27e-03	 
SMS-TChiHZ_150_HToGG                                    3.83231*2.27e-03	 
SMS-TChiHZ_175_HToGG                                    2.26794*2.27e-03	 
SMS-TChiHZ_200_HToGG                                    1.33561*2.27e-03	 
SMS-TChiHZ_225_HToGG                                    0.860597*2.27e-03	 
SMS-TChiHZ_250_HToGG                                    0.577313*2.27e-03	 
SMS-TChiHZ_275_HToGG                                    0.400107*2.27e-03	 
SMS-TChiHZ_300_HToGG                                    0.284857*2.27e-03	 
SMS-TChiHZ_325_HToGG                                    0.20736*2.27e-03	 
SMS-TChiHZ_350_HToGG                                    0.153835*2.27e-03	 
SMS-TChiHZ_375_HToGG                                    0.116006*2.27e-03	 
SMS-TChiHZ_400_HToGG                                    0.0887434*2.27e-03	 
SMS-TChiHZ_425_HToGG                                    0.0686963*2.27e-03	 
SMS-TChiHZ_450_HToGG                                    0.0537508*2.27e-03	 
SMS-TChiHZ_475_HToGG                                    0.0424699*2.27e-03	 
SMS-TChiHZ_500_HToGG                                    0.0338454*2.27e-03	 
SMS-TChiHZ_525_HToGG                                    0.0271867*2.27e-03	 
SMS-TChiHZ_550_HToGG                                    0.0219917*2.27e-03	 
SMS-TChiHZ_575_HToGG                                    0.0179062*2.27e-03	 
SMS-TChiHZ_600_HToGG                                    0.0146602*2.27e-03	 
SMS-TChiHZ_625_HToGG                                    0.012062*2.27e-03	 
SMS-TChiHZ_650_HToGG                                    0.00997229*2.27e-03	 
SMS-TChiHZ_675_HToGG                                    0.00828246*2.27e-03	 
SMS-TChiHZ_700_HToGG                                    0.00690746*2.27e-03	 
SMS-TChiHZ_725_HToGG                                    0.00578355*2.27e-03	 
SMS-TChiHZ_750_HToGG                                    0.00485987*2.27e-03	 
SMS-TChiHZ_775_HToGG                                    0.00409781*2.27e-03	 
SMS-TChiHZ_800_HToGG                                    0.00343578*2.27e-03	 
SMS-TChiHZ_825_HToGG                                    0.0029337*2.27e-03	 
SMS-TChiHZ_850_HToGG                                    0.00250407*2.27e-03	 
SMS-TChiHZ_875_HToGG                                    0.00213679*2.27e-03	 
SMS-TChiHZ_900_HToGG                                    0.00182277*2.27e-03	 
SMS-TChiHZ_925_HToGG                                    0.00155453*2.27e-03	 
SMS-TChiHZ_950_HToGG                                    0.00132537*2.27e-03	 
SMS-TChiHZ_975_HToGG                                    0.00112975*2.27e-03	 
SMS-TChiHZ_1000_HToGG                                   0.000972953*2.27e-03    
SMS-TChiWH_127_HToGG                                    9.6465*2.27e-03
SMS-TChiWH_150_HToGG                                    5.18086*2.27e-03
SMS-TChiWH_175_HToGG                                    2.95328*2.27e-03
SMS-TChiWH_200_HToGG                                    1.80739*2.27e-03
SMS-TChiWH_225_HToGG                                    1.16509*2.27e-03
SMS-TChiWH_250_HToGG                                    0.782487*2.27e-03
SMS-TChiWH_275_HToGG                                    0.54303*2.27e-03
SMS-TChiWH_300_HToGG                                    0.386936*2.27e-03
SMS-TChiWH_325_HToGG                                    0.281911*2.27e-03
SMS-TChiWH_350_HToGG                                    0.209439*2.27e-03
SMS-TChiWH_375_HToGG                                    0.15806*2.27e-03
SMS-TChiWH_400_HToGG                                    0.121013*2.27e-03
SMS-TChiWH_425_HToGG                                    0.093771*2.27e-03
SMS-TChiWH_450_HToGG                                    0.0734361*2.27e-03
SMS-TChiWH_475_HToGG                                    0.0580811*2.27e-03
SMS-TChiWH_500_HToGG                                    0.0463533*2.27e-03
SMS-TChiWH_525_HToGG                                    0.0372636*2.27e-03
SMS-TChiWH_550_HToGG                                    0.0301656*2.27e-03
SMS-TChiWH_575_HToGG                                    0.0245798*2.27e-03
SMS-TChiWH_600_HToGG                                    0.0201372*2.27e-03
SMS-TChiWH_625_HToGG                                    0.0165706*2.27e-03
SMS-TChiWH_650_HToGG                                    0.0137303*2.27e-03
SMS-TChiWH_675_HToGG                                    0.0113975*2.27e-03
SMS-TChiWH_700_HToGG                                    0.00951032*2.27e-03
SMS-TChiWH_BRToH50_127_HToGG                            0.5*9.6465*2.27e-03
SMS-TChiWH_BRToH50_150_HToGG                            0.5*5.18086*2.27e-03
SMS-TChiWH_BRToH50_175_HToGG                            0.5*2.95328*2.27e-03
SMS-TChiWH_BRToH50_200_HToGG                            0.5*1.80739*2.27e-03
SMS-TChiWH_BRToH50_225_HToGG                            0.5*1.16509*2.27e-03
SMS-TChiWH_BRToH50_250_HToGG                            0.5*0.782487*2.27e-03
SMS-TChiWH_BRToH50_275_HToGG                            0.5*0.54303*2.27e-03
SMS-TChiWH_BRToH50_300_HToGG                            0.5*0.386936*2.27e-03
SMS-TChiWH_BRToH50_325_HToGG                            0.5*0.281911*2.27e-03
SMS-TChiWH_BRToH50_350_HToGG                            0.5*0.209439*2.27e-03
SMS-TChiWH_BRToH50_375_HToGG                            0.5*0.15806*2.27e-03
SMS-TChiWH_BRToH50_400_HToGG                            0.5*0.121013*2.27e-03
SMS-TChiWH_BRToH50_425_HToGG                            0.5*0.093771*2.27e-03
SMS-TChiWH_BRToH50_450_HToGG                            0.5*0.0734361*2.27e-03
SMS-TChiWH_BRToH50_475_HToGG                            0.5*0.0580811*2.27e-03
SMS-TChiWH_BRToH50_500_HToGG                            0.5*0.0463533*2.27e-03
SMS-TChiWH_BRToH50_525_HToGG                            0.5*0.0372636*2.27e-03
SMS-TChiWH_BRToH50_550_HToGG                            0.5*0.0301656*2.27e-03
SMS-TChiWH_BRToH50_575_HToGG                            0.5*0.0245798*2.27e-03
SMS-TChiWH_BRToH50_600_HToGG                            0.5*0.0201372*2.27e-03
SMS-TChiWH_BRToH50_625_HToGG                            0.5*0.0165706*2.27e-03
SMS-TChiWH_BRToH50_650_HToGG                            0.5*0.0137303*2.27e-03
SMS-TChiWH_BRToH50_675_HToGG                            0.5*0.0113975*2.27e-03
SMS-TChiWH_BRToH50_700_HToGG                            0.5*0.00951032*2.27e-03


# Bacon
QCD_HT100to200_13TeV 27500000
QCD_HT200to300_13TeV 1735000
QCD_HT300to500_13TeV 367000
QCD_HT500to700_13TeV 29370
QCD_HT700to1000_13TeV  6524
QCD_HT1000to1500_13TeV 1064
QCD_HT1500to2000_13TeV 121.5
QCD_HT2000toInf_13TeV  25.42
WJetsToLNu_HT_100To200_13TeV  1343
WJetsToLNu_HT_200To400_13TeV 359.6
WJetsToLNu_HT_400To600_13TeV 48.85  
WJetsToLNu_HT_600To800_13TeV 12.05
WJetsToLNu_HT_800To1200_13TeV 5.501
WJetsToLNu_HT_1200To2500_13TeV 1.329
WJetsToLNu_HT_2500ToInf_13TeV  0.03216
  
DYJetsToLL_M_50_HT_100to200_13TeV 148.0
DYJetsToLL_M_50_HT_200to400_13TeV 40.94
DYJetsToLL_M_50_HT_400to600_13TeV 5.497
DYJetsToLL_M_50_HT_600toInf_13TeV 2.193
DYJetsToLL_M_50_HT_100to200_13TeV 148.0
DYJetsToLL_M_50_HT_200to400_13TeV 40.94
DYJetsToLL_M_50_HT_400to600_13TeV 5.497
DYJetsToLL_M_50_HT_600toInf_13TeV 2.193

ZJetsToNuNu_HT_100To200_13TeV_madgraph 280.5
ZJetsToNuNu_HT_200To400_13TeV_madgraph 77.7
ZJetsToNuNu_HT_400To600_13TeV_madgraph  10.71
ZJetsToNuNu_HT_600ToInf_13TeV_madgraph  4.098
ZJetsToNuNu_HT_600To800_13TeV_madgraph  2.559
ZJetsToNuNu_HT_800To1200_13TeV_madgraph 1.1826
ZJetsToNuNu_HT_1200To2500_13TeV_madgraph  0.2922
ZJetsToNuNu_HT_2500ToInf_13TeV_madgraph 0.0069

ST_t-channel_antitop_4f_inclusiveDecays_13TeV_powheg  44.0802
ST_t-channel_top_4f_inclusiveDecays_13TeV_powheg  26.2343
ST_tW_antitop_5f_inclusiveDecays_13TeV 35.6
ST_tW_top_5f_inclusiveDecays_13TeV 35.6

TTJets_13TeV_powheg 831.76
TTJets_13TeV_amcatnloFXFX_pythia8 831.76
TT_13TeV_powheg 831.76
TT_13TeV_powheg_pythia8 831.76

WW_13TeV_pythia8 118.7 
WZ_13TeV 47.2 
WZ_13TeV_pythia8 47.2 
ZZ_13TeV 31.8 
ZZ_13TeV_pythia8 31.8 
WWTo1L1Nu2Q_13TeV_amcatnlo 0 
WWTo4Q_13TeV_amcatnlo 51.723 
WWToLNuQQ_13TeV_powheg 49.997
WZTo1L1Nu2Q_13TeV_amcatnlo 10.71
WZTo1L3Nu_13TeV_amcatnlo 3.03
WZTo2L2Q_13TeV_amcatnlo 5.595
WZTo3LNu_13TeV_amcatnlo 4.42965
ZZTo2L2Nu_13TeV_powheg 0.564 
ZZTo2L2Q_13TeV_amcatnlo 3.22
ZZTo2Q2Nu_13TeV_amcatnlo 4.04
ZZTo4L_13TeV_powheg 1.212
ZZTo4Q_13TeV_amcatnlo 6.842

GJets_HT_100To200_13TeV  9235
GJets_HT_200To400_13TeV  2298
GJets_HT_400To600_13TeV 277.6
GJets_HT_600ToInf_13TeV 93.47
